# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 2051 2051 Franko
1 0 0 0 0 0 699 699 Niels
2 0 0 0 0 0 641 641 Noor

0 0 0 0 0 0 2052 2052 Franko
1 0 0 0 0 0 700 700 Niels
2 0 0 0 0 0 642 642 Noor

0 0 0 0 0 0 2053 2053 Franko
1 0 0 0 0 0 670 670 CarloCosmicWatch
2 0 0 0 0 0 692 692 ZenBenMaster

0 0 0 0 0 0 2054 2054 Franko
1 0 0 0 0 0 671 671 CarloCosmicWatch
2 0 0 0 0 0 720 720 rens

0 0 0 0 0 0 2055 2055 Franko
1 0 0 0 0 0 701 701 Niels
2 0 0 0 0 0 643 643 Noor

0 0 0 0 0 0 2056 2056 Franko
1 0 0 0 0 0 702 702 Niels
2 0 0 0 0 0 721 721 rens

0 0 0 0 0 0 2057 2057 Franko
1 0 0 0 0 0 703 703 Niels
2 0 0 0 0 0 722 722 rens

0 0 0 0 0 0 2058 2058 Franko
1 0 0 0 0 0 672 672 CarloCosmicWatch
2 0 0 0 0 0 723 723 rens

0 0 0 0 0 0 2059 2059 Franko
1 0 0 0 0 0 684 684 Cecile
2 0 0 0 0 0 693 693 ZenBenMaster

0 0 0 0 0 0 2060 2060 Franko
1 0 0 0 0 0 685 685 Cecile
2 0 0 0 0 0 644 644 Noor

0 0 0 0 0 0 2061 2061 Franko
1 0 0 0 0 0 704 704 Niels
2 0 0 0 0 0 694 694 ZenBenMaster

0 0 0 0 0 0 2062 2062 Franko
1 0 0 0 0 0 686 686 Cecile
2 0 0 0 0 0 695 695 ZenBenMaster

0 0 0 0 0 0 2063 2063 Franko
1 0 0 0 0 0 687 687 Cecile
2 0 0 0 0 0 724 724 rens

0 0 0 0 0 0 2064 2064 Franko
1 0 0 0 0 0 673 673 CarloCosmicWatch
2 0 0 0 0 0 645 645 Noor

0 0 0 0 0 0 2065 2065 Franko
1 0 0 0 0 0 705 705 Niels
2 0 0 0 0 0 696 696 ZenBenMaster

0 0 0 0 0 0 2066 2066 Franko
1 0 0 0 0 0 674 674 CarloCosmicWatch
2 0 0 0 0 0 725 725 rens

0 0 0 0 0 0 2067 2067 Franko
1 0 0 0 0 0 675 675 CarloCosmicWatch
2 0 0 0 0 0 697 697 ZenBenMaster

0 0 0 0 0 0 2068 2068 Franko
1 0 0 0 0 0 688 688 Cecile
2 0 0 0 0 0 726 726 rens

0 0 0 0 0 0 2069 2069 Franko
1 0 0 0 0 0 676 676 CarloCosmicWatch
2 0 0 0 0 0 698 698 ZenBenMaster

0 0 0 0 0 0 2070 2070 Franko
1 0 0 0 0 0 689 689 Cecile
2 0 0 0 0 0 727 727 rens

0 0 0 0 0 0 2071 2071 Franko
1 0 0 0 0 0 706 706 Niels
2 0 0 0 0 0 699 699 ZenBenMaster

0 0 0 0 0 0 2072 2072 Franko
1 0 0 0 0 0 690 690 Cecile
2 0 0 0 0 0 646 646 Noor

0 0 0 0 0 0 2073 2073 Franko
1 0 0 0 0 0 691 691 Cecile
2 0 0 0 0 0 728 728 rens

0 0 0 0 0 0 2074 2074 Franko
1 0 0 0 0 0 692 692 Cecile
