# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 671 671 Franko
1 0 0 0 0 0 214 214 Cecile
2 0 0 0 0 0 225 225 ZenBenMaster

0 0 0 0 0 0 672 672 Franko
1 0 0 0 0 0 237 237 CarloCosmicWatch
2 0 0 0 0 0 230 230 rens

0 0 0 0 0 0 673 673 Franko
1 0 0 0 0 0 238 238 CarloCosmicWatch
2 0 0 0 0 0 226 226 ZenBenMaster

0 0 0 0 0 0 674 674 Franko
1 0 0 0 0 0 215 215 Cecile
2 0 0 0 0 0 227 227 ZenBenMaster

0 0 0 0 0 0 675 675 Franko
1 0 0 0 0 0 222 222 Niels
2 0 0 0 0 0 218 218 Noor

