# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 1051 1051 Franko
1 0 0 0 0 0 355 355 Niels
2 0 0 0 0 0 356 356 ZenBenMaster

0 0 0 0 0 0 1052 1052 Franko
1 0 0 0 0 0 344 344 Cecile
2 0 0 0 0 0 366 366 rens

0 0 0 0 0 0 1053 1053 Franko
1 0 0 0 0 0 356 356 Niels
2 0 0 0 0 0 357 357 ZenBenMaster

0 0 0 0 0 0 1054 1054 Franko
1 0 0 0 0 0 354 354 CarloCosmicWatch
2 0 0 0 0 0 367 367 rens

0 0 0 0 0 0 1055 1055 Franko
1 0 0 0 0 0 345 345 Cecile
2 0 0 0 0 0 368 368 rens

