# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 721 721 Franko
1 0 0 0 0 0 229 229 Cecile
2 0 0 0 0 0 241 241 ZenBenMaster

0 0 0 0 0 0 722 722 Franko
1 0 0 0 0 0 243 243 Niels
2 0 0 0 0 0 237 237 Noor

0 0 0 0 0 0 723 723 Franko
1 0 0 0 0 0 230 230 Cecile
2 0 0 0 0 0 238 238 Noor

0 0 0 0 0 0 724 724 Franko
1 0 0 0 0 0 251 251 CarloCosmicWatch
2 0 0 0 0 0 245 245 rens

0 0 0 0 0 0 725 725 Franko
1 0 0 0 0 0 244 244 Niels
2 0 0 0 0 0 242 242 ZenBenMaster

