# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 296 296 Franko
1 0 0 0 0 0 100 100 CarloCosmicWatch
2 0 0 0 0 0 94 94 ZenBenMaster

0 0 0 0 0 0 297 297 Franko
1 0 0 0 0 0 94 94 Cecile
2 0 0 0 0 0 98 98 Noor

0 0 0 0 0 0 298 298 Franko
1 0 0 0 0 0 104 104 Niels
2 0 0 0 0 0 106 106 rens

0 0 0 0 0 0 299 299 Franko
1 0 0 0 0 0 95 95 Cecile
2 0 0 0 0 0 95 95 ZenBenMaster

0 0 0 0 0 0 300 300 Franko
1 0 0 0 0 0 101 101 CarloCosmicWatch
2 0 0 0 0 0 107 107 rens

