# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 416 416 Franko
1 0 0 0 0 0 146 146 Niels
2 0 0 0 0 0 145 145 rens

0 0 0 0 0 0 417 417 Franko
1 0 0 0 0 0 147 147 Niels
2 0 0 0 0 0 135 135 Noor

0 0 0 0 0 0 418 418 Franko
1 0 0 0 0 0 130 130 Cecile
2 0 0 0 0 0 146 146 rens

0 0 0 0 0 0 419 419 Franko
1 0 0 0 0 0 142 142 CarloCosmicWatch
2 0 0 0 0 0 138 138 ZenBenMaster

0 0 0 0 0 0 420 420 Franko
1 0 0 0 0 0 148 148 Niels
2 0 0 0 0 0 136 136 Noor

