##########################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C] Name
##########################################################################################
M
1 261 51 15.86 72 27.88
2 1383 88 20.96 110 27.67
3 1499 112 22.94 114 27.99
4 1619 120 23.58 118 27.88
5 1849 88 20.96 122 27.67
6 1885 108 22.63 126 27.67
7 1908 57 16.93 130 27.99
8 1940 127 24.18 134 27.88
9 2209 63 17.91 172 27.77
10 2340 248 42.69 176 27.67
11 2474 62 17.75 181 27.67
12 2513 159 27.66 186 27.88
13 2626 92 21.32 190 27.88
14 2744 62 17.75 194 27.67
15 2973 103 22.23 199 27.99
16 3268 99 21.91 238 27.67
17 3579 108 22.63 242 27.88
18 4519 167 28.76 281 27.67
19 4595 108 22.63 285 27.67
20 5043 63 17.91 324 27.88
21 5107 79 20.03 329 27.99
22 5592 56 16.76 333 27.88
23 6074 63 17.91 372 28.20
24 6172 291 50.97 377 27.67
25 6481 57 16.93 381 27.88
26 7631 89 21.05 420 27.88
27 7660 51 15.86 424 27.88
28 7913 51 15.86 428 28.10
29 7992 159 27.66 432 27.88
30 8144 71 19.06 471 27.77
31 8198 71 19.06 475 27.67
32 8379 153 26.90 479 27.77
33 8553 57 16.93 483 27.67
34 8713 211 35.96 487 27.67
35 8752 62 17.75 491 28.10
36 9197 81 20.25 531 27.67
37 9420 103 22.23 535 27.67
38 9430 88 20.96 539 27.67
39 9663 59 17.27 543 27.77
40 9979 76 19.69 547 28.10
41 10426 120 23.58 586 27.99
42 10467 62 17.75 591 27.88
43 10950 83 20.46 596 27.67
44 11674 49 15.48 635 28.10
45 12191 217 37.04 673 28.20
46 12208 51 15.86 677 27.99
47 12278 56 16.76 681 27.67
48 12375 71 19.06 685 27.99
49 12398 96 21.67 689 28.10
50 12674 216 36.85 693 27.77
51 13324 70 18.93 732 27.67
52 13740 220 37.58 737 27.77
53 14189 76 19.69 776 27.67
54 14746 126 24.09 780 28.10
55 15747 302 53.30 820 27.88
56 15830 127 24.18 824 27.67
57 15935 67 18.51 829 28.10
58 16308 56 16.76 869 28.20
59 16378 184 31.36 873 27.99
60 16499 63 17.91 877 27.77
61 16955 63 17.91 882 27.77
62 17786 65 18.22 922 27.77
63 18227 92 21.32 961 27.99
64 18409 57 16.93 965 27.77
65 19125 56 16.76 1004 27.88
66 19339 156 27.28 1009 27.88
67 19437 51 15.86 1013 27.99
68 19604 69 18.79 1017 27.88
69 19779 67 18.51 1022 27.77
70 20144 73 19.32 1062 27.88
71 20239 51 15.86 1067 27.77
72 20520 96 21.67 1071 27.67
73 21366 96 21.67 1110 27.67
74 21383 83 20.46 1114 27.99
75 21469 174 29.79 1119 28.10
76 21883 304 53.73 1123 27.99
77 21949 60 17.43 1127 28.10
78 21991 96 21.67 1132 27.67
79 22183 99 21.91 1170 27.99
80 22238 56 16.76 1174 27.88
81 22858 135 24.92 1179 27.77
82 23451 67 18.51 1219 27.67
83 23856 108 22.63 1224 27.88
84 23867 230 39.39 1228 28.10
85 23900 184 31.36 1233 27.99
86 24645 67 18.51 1272 27.99
87 25569 158 27.53 1312 27.88
88 25930 71 19.06 1316 28.10
89 26199 147 26.19 1356 27.88
90 26401 115 23.18 1360 27.88
91 26596 56 16.76 1365 27.77
92 26656 76 19.69 1370 27.77
93 26886 159 27.66 1374 27.88
94 27209 63 17.91 1413 27.67
95 27410 177 30.25 1418 27.67
96 27449 57 16.93 1422 27.67
97 27644 159 27.66 1427 27.67
98 27650 88 20.96 1431 27.88
99 28384 88 20.96 1470 27.67
100 28509 102 22.15 1474 27.88
101 28722 71 19.06 1478 27.77
102 29068 89 21.05 1518 27.77
103 29417 57 16.93 1522 28.10
104 29459 96 21.67 1527 27.77
105 29562 103 22.23 1531 27.77
106 29839 124 23.92 1535 27.77
107 30037 281 48.90 1575 27.77
108 30671 88 20.96 1580 27.67
109 31098 120 23.58 1619 27.99
110 31453 387 81.05 1624 27.88
111 31976 81 20.25 1629 27.67
112 32080 63 17.91 1669 27.67
113 32485 50 15.67 1674 27.77
114 32558 83 20.46 1678 27.77
115 32635 60 17.43 1683 27.77
116 32649 62 17.75 1688 27.67
117 32734 167 28.76 1693 27.99
118 32788 103 22.23 1697 27.99
119 33374 92 21.32 1736 27.67
120 33698 60 17.43 1740 27.88
121 33829 49 15.48 1745 28.10
122 34371 167 28.76 1784 28.10
123 34378 63 17.91 1788 27.67
124 34698 175 29.94 1793 27.67
125 34898 295 51.75 1797 27.67
126 35362 56 16.76 1838 27.67
127 35539 79 20.03 1843 27.88
128 35980 79 20.03 1847 27.67
129 36350 230 39.39 1886 27.88
130 36633 127 24.18 1891 27.77
131 36704 56 16.76 1896 27.88
132 36924 56 16.76 1901 27.88
133 37119 71 19.06 1941 27.67
134 37403 57 16.93 1946 27.88
135 37777 67 18.51 1951 27.88
136 37913 83 20.46 1956 27.99
137 38125 96 21.67 1996 27.67
138 38439 51 15.86 2000 28.10
139 39140 60 17.43 2039 27.99
140 39854 225 38.48 2044 27.77
141 40334 103 22.23 2084 27.88
142 40368 56 16.76 2088 27.67
143 40845 65 18.22 2093 27.77
144 40998 76 19.69 2098 27.67
