# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 681 681 Franko
1 0 0 0 0 0 216 216 Cecile
2 0 0 0 0 0 231 231 rens

0 0 0 0 0 0 682 682 Franko
1 0 0 0 0 0 241 241 CarloCosmicWatch
2 0 0 0 0 0 230 230 ZenBenMaster

0 0 0 0 0 0 683 683 Franko
1 0 0 0 0 0 226 226 Niels
2 0 0 0 0 0 231 231 ZenBenMaster

0 0 0 0 0 0 684 684 Franko
1 0 0 0 0 0 217 217 Cecile
2 0 0 0 0 0 232 232 rens

0 0 0 0 0 0 685 685 Franko
1 0 0 0 0 0 218 218 Cecile
2 0 0 0 0 0 233 233 rens

