##########################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C] Name
##########################################################################################
M
1 37 287 50.23 72 27.88
2 6432 291 50.97 6678 27.67
3 10358 220 37.58 10743 27.88
4 13502 220 37.58 13989 27.99
5 24405 224 38.29 25276 27.67
6 38529 255 43.96 39889 27.77
7 44420 231 39.55 45989 27.77
8 50177 243 41.74 51956 27.77
9 51755 255 43.96 53568 27.88
10 51856 220 37.58 53669 27.67
11 56685 220 37.58 58672 27.88
12 62997 224 38.29 65193 27.67
13 64258 217 37.04 66486 28.10
14 73779 216 36.85 76321 27.99
15 86185 384 80.08 89182 27.88
16 98311 252 43.42 101739 27.77
17 101287 216 36.85 104819 27.88
18 103564 371 73.82 107166 27.88
19 116123 220 37.58 120192 27.77
20 121783 217 37.04 126026 27.77
21 126588 224 38.29 131005 27.67
22 144096 216 36.85 149142 27.88
23 168357 217 37.04 174242 27.67
24 174395 270 46.71 180490 27.88
25 179296 224 38.29 185568 27.88
26 191093 275 47.73 197785 27.88
27 191599 273 47.25 198290 28.20
28 200167 220 37.58 207172 27.99
29 201371 217 37.04 208411 27.77
30 206117 224 38.29 213330 27.99
31 226594 217 37.04 234507 27.67
32 227188 217 37.04 235136 27.67
33 252223 220 37.58 261044 27.67
34 288457 220 37.58 298538 27.88
35 299559 220 37.58 310023 27.67
36 302118 224 38.29 312686 27.88
37 303116 217 37.04 313719 27.67
38 306885 217 37.04 317593 27.67
39 329948 271 46.93 341460 27.99
40 343193 220 37.58 355205 27.67
41 344186 271 46.93 356232 27.77
42 364463 222 37.96 377211 27.67
